KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001102001,T001102002,T001102003,T001102004,T001102005,T001102006,T001102007,T001102008,T001102009,T001102010,T001102011,T001102012,T001102013,T001102014,T001102015,T001102016,T001102017,T001102018,T001102019,T001102020,T001102021,T001102022,T001102023,T001102024,T001102025,T001102026,T001102027,T001102028,T001102029,T001102030,T001102031,T001102032,T001102033,T001102034,T001102035,T001102036,T001102037,T001102038,T001102039,T001102040,T001102041,T001102042,T001102043,T001102044,T001102045,T001102046,T001102047,T001102048,T001102049,T001102050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5338006012,2,5338006023,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338006023,1,,5338006012;5338102212;5338103034,1,0,1,0,0,0,13,6,7,2,1,1,13,6,7,13,6,7,11,5,6,8,4,4,1,1,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,5,5,0,0,7,0,3,4
5338023412,2,5338027524,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338024434,2,5338027524,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338025821,2,5338027524,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338026543,2,5338027524,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338027522,2,5338027524,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338027524,1,,5338023412;5338024434;5338025821;5338026543;5338027522,22,8,14,0,0,0,29,11,18,10,5,5,28,11,17,28,11,17,19,6,13,15,4,11,7,2,5,1,0,1,0,0,0,15,15,16,5,1,0,0,0,0,6,5,1,0,15,0,11,4
5338027542,1,,5338027544,29,16,13,2,2,0,30,15,15,16,11,5,30,15,15,29,14,15,14,4,10,12,4,8,2,1,1,0,0,0,0,0,0,12,12,4,5,3,1,1,0,0,10,9,1,0,11,0,3,2
5338027544,2,5338027542,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338028542,1,,5338028631;5338028632;5338028744;5338029622;5338029642,18,10,8,0,0,0,30,13,17,7,5,2,30,13,17,30,13,17,23,8,15,18,5,13,6,2,4,0,0,0,0,0,0,10,10,11,6,1,1,0,0,0,8,8,0,0,18,0,10,3
5338028631,2,5338028542,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338028632,2,5338028542,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338028744,2,5338028542,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338028934,0,,,14,5,9,0,0,0,14,5,9,4,1,3,14,5,9,14,5,9,10,4,6,5,0,5,1,0,1,0,0,0,0,0,0,8,8,3,4,1,0,0,0,0,5,4,1,0,8,0,3,3
5338028941,2,5338028942,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338028942,1,,5338028941;5338028944,7,4,3,4,3,1,9,4,5,8,4,4,9,4,5,9,4,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,3,2,2,1,1,0,0,0,4,4,0,0,1,0,1,0
5338028944,2,5338028942,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029622,2,5338028542,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029642,2,5338028542,,4,0,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029722,2,5338029832,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029741,2,5338029832,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029823,1,,5338029824;5338029841,22,10,12,2,2,0,30,14,16,16,7,9,28,14,14,27,13,14,14,7,7,9,4,5,4,2,2,0,0,0,0,0,0,12,12,10,3,4,1,0,0,0,8,6,2,1,11,0,6,3
5338029824,2,5338029823,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029832,1,,5338029722;5338029741,6,2,4,0,0,0,14,5,9,3,0,3,14,5,9,14,5,9,11,5,6,7,3,4,3,2,1,1,1,0,0,0,0,5,5,4,2,2,0,0,0,0,4,4,0,0,8,0,4,2
5338029841,2,5338029823,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029912,0,,,27,17,10,0,0,0,27,17,10,7,5,2,27,17,10,27,17,10,20,12,8,4,2,2,1,1,0,0,0,0,0,0,0,18,18,11,6,0,1,0,0,0,7,6,1,0,15,1,8,3
5338029913,2,5338029914,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029914,1,,5338029913,22,13,9,2,2,0,24,13,11,11,7,4,23,12,11,23,12,11,13,6,7,13,6,7,4,3,1,0,0,0,0,0,0,8,8,2,3,3,1,1,0,0,8,6,2,1,7,1,1,2
5338029931,2,5338029932,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338029932,1,,5338029931;5338029934,28,11,17,3,1,2,33,13,20,29,12,17,29,12,17,28,12,16,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,15,15,10,5,1,2,1,0,0,8,7,1,0,4,4,2,0
5338029934,2,5338029932,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030123,0,,,24,15,9,0,0,0,24,15,9,9,6,3,24,15,9,24,15,9,15,9,6,13,8,5,6,4,2,0,0,0,0,0,0,9,9,2,4,0,1,2,0,0,7,5,2,0,9,0,2,3
5338030124,0,,,16,10,6,0,0,0,16,10,6,7,5,2,16,10,6,16,10,6,9,5,4,5,2,3,1,0,1,0,0,0,0,0,0,9,9,4,3,2,0,0,0,0,5,4,1,0,7,0,2,0
5338030142,0,,,32,16,16,1,1,0,31,15,16,14,7,7,31,15,16,31,15,16,17,8,9,10,3,7,5,1,4,0,0,0,0,0,0,12,12,0,7,3,1,1,0,0,12,7,5,1,11,0,0,4
5338030324,2,5338030342,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030342,1,,5338030324;5338030344,11,4,7,1,0,1,18,7,11,9,4,5,17,6,11,16,6,10,9,3,6,7,1,6,2,0,2,0,0,0,0,0,0,5,5,6,4,0,0,1,0,0,5,5,0,1,8,0,6,2
5338030344,2,5338030342,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030411,0,,,9,5,4,0,0,0,9,5,4,5,3,2,8,4,4,8,4,4,4,2,2,1,0,1,1,0,1,0,0,0,0,0,0,4,4,0,3,1,0,0,0,0,4,4,0,0,2,0,0,1
5338030442,2,5338030444,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030444,1,,5338030442,10,5,5,3,2,1,10,4,6,6,3,3,9,3,6,9,3,6,4,1,3,2,0,2,2,0,2,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,3,2,1,0,3,0,1,1
5338030522,1,,5338030524,33,17,16,1,1,0,40,18,22,21,11,10,40,18,22,40,18,22,19,7,12,11,3,8,4,1,3,0,0,0,0,0,0,12,12,2,4,5,4,0,0,0,12,7,5,0,15,0,2,2
5338030524,2,5338030522,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030531,0,,,16,8,8,0,0,0,16,8,8,9,4,5,16,8,8,15,8,7,7,4,3,5,3,2,2,2,0,0,0,0,0,0,0,6,6,1,2,1,2,0,0,0,5,3,2,0,5,0,1,1
5338030532,1,,5338030534,30,14,16,1,1,0,36,18,18,20,11,9,33,16,17,32,16,16,16,7,9,11,4,7,6,1,5,0,0,0,0,0,0,14,14,5,6,5,0,1,0,0,12,11,1,0,11,0,4,3
5338030533,0,,,11,6,5,0,0,0,11,6,5,4,2,2,11,6,5,11,6,5,7,4,3,4,3,1,1,1,0,0,0,0,1,0,1,5,5,0,4,1,0,0,0,0,5,5,0,0,5,0,0,2
5338030534,2,5338030532,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030541,2,5338030543,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030543,1,,5338030541,16,7,9,0,0,0,24,10,14,11,4,7,24,10,14,24,10,14,13,6,7,4,1,3,2,0,2,0,0,0,0,0,0,6,6,1,3,3,2,0,0,0,8,6,2,0,9,0,1,1
5338030611,1,,5338030613;5338030642;5338030714,51,25,26,1,1,0,63,31,32,31,15,16,63,31,32,63,31,32,32,16,16,18,9,9,6,3,3,1,1,0,3,1,2,19,19,1,11,9,2,0,1,0,22,20,2,0,19,0,1,6
5338030613,2,5338030611,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030642,2,5338030611,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338030714,2,5338030611,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338031223,0,,,19,8,11,0,0,0,19,8,11,6,3,3,19,8,11,18,7,11,13,5,8,5,1,4,3,0,3,1,0,1,0,0,0,10,10,5,2,2,1,0,0,0,5,3,2,0,9,0,5,0
5338031241,0,,,45,13,32,5,1,4,40,12,28,21,6,15,40,12,28,40,12,28,19,6,13,15,4,11,12,3,9,1,0,1,0,0,0,15,15,2,5,4,1,2,0,1,13,8,5,2,13,0,2,1
5338031324,2,5338031344,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338031342,2,5338031344,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338031343,2,5338031344,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338031344,1,,5338031324;5338031342;5338031343,25,11,14,0,0,0,30,13,17,17,9,8,30,13,17,29,13,16,13,4,9,7,1,6,3,0,3,0,0,0,0,0,0,10,10,4,2,6,1,0,0,0,9,5,4,0,9,0,3,1
5338031511,0,,,8,4,4,0,0,0,8,4,4,4,2,2,8,4,4,8,4,4,4,2,2,2,0,2,2,0,2,1,0,1,0,0,0,4,4,3,0,0,0,1,0,0,1,0,1,0,3,0,2,0
5338031523,2,5338031524,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338031524,1,,5338031523;5338031613,21,10,11,2,2,0,34,17,17,18,9,9,32,17,15,31,16,15,16,8,8,6,2,4,3,0,3,0,0,0,0,0,0,7,7,3,4,4,2,1,0,0,11,8,3,0,10,0,3,2
5338031542,0,,,11,6,5,0,0,0,11,6,5,6,3,3,11,6,5,11,6,5,5,3,2,2,1,1,2,1,1,1,1,0,0,0,0,5,5,2,1,1,1,0,0,0,3,1,2,0,4,0,2,0
5338031543,0,,,27,15,12,0,0,0,27,15,12,12,6,6,27,15,12,26,15,11,15,9,6,6,2,4,4,1,3,1,1,0,0,0,0,14,14,6,5,1,2,0,0,0,8,7,1,0,12,0,5,2
5338031613,2,5338031524,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032311,0,,,11,4,7,0,0,0,11,4,7,9,4,5,11,4,7,11,4,7,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,4,4,1,1,0,2,0,0,0,3,2,1,0,2,0,1,0
5338032312,0,,,11,6,5,0,0,0,11,6,5,4,2,2,9,5,4,9,5,4,7,4,3,4,3,1,1,0,1,1,0,1,0,0,0,6,6,2,3,1,0,0,0,0,4,4,0,0,4,0,1,2
5338032314,0,,,31,18,13,6,4,2,25,14,11,22,13,9,24,13,11,24,13,11,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,16,16,8,4,1,3,0,0,0,8,8,0,2,2,3,1,1
5338032321,1,,5338032322,26,12,14,3,2,1,27,12,15,16,8,8,25,11,14,25,11,14,11,4,7,3,0,3,1,0,1,0,0,0,0,0,0,8,8,2,3,2,1,0,2,0,8,3,5,1,8,0,1,0
5338032322,2,5338032321,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032323,1,,5338032324,62,33,29,15,5,10,55,32,23,43,25,18,53,30,23,52,29,23,12,7,5,5,3,2,0,0,0,0,0,0,0,0,0,27,27,13,7,5,3,2,1,0,18,17,1,5,9,2,5,2
5338032324,2,5338032323,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032341,0,,,34,18,16,4,2,2,30,16,14,21,10,11,26,14,12,26,14,12,9,6,3,6,3,3,3,2,1,1,0,1,0,0,0,17,17,6,8,2,0,0,1,0,11,10,1,2,8,1,2,2
5338032342,1,,5338032343,25,14,11,6,3,3,33,18,15,22,13,9,32,17,15,31,16,15,11,5,6,6,2,4,1,0,1,0,0,0,0,0,0,12,12,5,5,2,1,1,0,1,10,6,4,1,9,1,2,0
5338032343,2,5338032342,,14,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032423,2,5338032512,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032512,1,,5338032423,35,21,14,0,0,0,37,22,15,24,14,10,35,20,15,35,20,15,13,8,5,4,2,2,1,0,1,1,0,1,0,0,0,12,12,3,2,4,3,0,1,0,10,7,3,0,10,0,3,1
5338032521,1,,5338032522,30,17,13,5,2,3,30,17,13,16,10,6,28,15,13,27,14,13,14,7,7,7,3,4,2,1,1,0,0,0,0,0,0,11,11,3,5,0,3,2,0,0,10,6,4,1,10,0,3,3
5338032522,2,5338032521,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032613,2,5338032633,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338032633,1,,5338032613,68,33,35,11,8,3,58,25,33,31,15,16,54,23,31,53,22,31,27,10,17,17,6,11,5,2,3,1,0,1,1,0,1,25,25,10,6,2,4,1,1,2,16,10,6,3,19,1,6,4
5338032634,0,,,20,12,8,0,0,0,20,12,8,12,8,4,20,12,8,20,12,8,8,4,4,4,2,2,2,1,1,0,0,0,0,0,0,12,12,5,6,1,0,0,0,0,7,7,0,0,7,0,2,1
5338033321,2,5338033322,,11,7,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338033322,1,,5338033321;5338033324,2,1,1,3,2,1,13,8,5,5,4,1,13,8,5,13,8,5,8,4,4,4,2,2,1,1,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,1,5,3,2,1,4,0,0,3
5338033323,0,,,16,8,8,0,0,0,16,8,8,9,5,4,16,8,8,16,8,8,7,3,4,3,1,2,1,1,0,0,0,0,0,0,0,9,9,4,3,2,0,0,0,0,5,3,2,0,6,1,3,0
5338033324,2,5338033322,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338033341,0,,,21,9,12,0,0,0,21,9,12,6,4,2,21,9,12,21,9,12,15,5,10,7,2,5,4,0,4,1,0,1,0,0,0,9,9,1,5,2,1,0,0,0,8,6,2,0,8,0,1,2
5338033342,0,,,39,14,25,0,0,0,39,14,25,0,0,0,39,14,25,39,14,25,39,14,25,32,8,24,19,5,14,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338033344,0,,,18,10,8,0,0,0,18,10,8,9,4,5,18,10,8,17,10,7,9,6,3,7,4,3,4,2,2,1,1,0,0,0,0,7,7,1,3,1,2,0,0,0,6,3,3,0,6,0,1,1
5338033414,2,5338033433,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338033433,1,,5338033414,16,9,7,1,1,0,17,9,8,6,3,3,16,9,7,16,9,7,11,6,5,8,5,3,2,2,0,0,0,0,0,0,0,6,6,1,4,1,0,0,1,0,6,5,1,0,6,0,1,4
5338033521,2,5338033523,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338033523,1,,5338033521,10,5,5,4,3,1,13,6,7,7,3,4,13,6,7,13,6,7,6,3,3,2,1,1,2,1,1,0,0,0,0,0,0,4,4,0,3,1,2,0,0,0,6,5,1,0,4,0,0,2
5338033524,0,,,43,23,20,1,0,1,42,23,19,19,10,9,41,22,19,41,22,19,23,13,10,17,9,8,5,4,1,0,0,0,0,0,0,19,19,5,8,3,2,1,0,0,14,12,2,0,14,0,3,7
5338033541,0,,,19,8,11,0,0,0,19,8,11,12,7,5,19,8,11,19,8,11,7,1,6,6,0,6,5,0,5,0,0,0,0,0,0,8,8,2,2,3,1,0,0,0,6,3,3,0,7,0,2,0
5338033542,0,,,76,47,29,4,3,1,63,35,28,29,17,12,63,35,28,63,35,28,34,18,16,15,8,7,3,2,1,1,0,1,1,1,0,40,40,15,17,5,3,0,0,0,25,24,1,2,20,1,3,9
5338033544,0,,,41,20,21,2,1,1,39,19,20,19,10,9,39,19,20,38,19,19,20,9,11,15,7,8,7,3,4,1,0,1,0,0,0,20,20,7,8,2,3,0,0,0,13,10,3,0,14,0,3,7
5338033611,0,,,27,12,15,5,2,3,22,10,12,14,6,8,22,10,12,21,10,11,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,9,9,0,5,1,2,0,1,0,9,6,3,0,6,0,0,2
5338033612,0,,,59,24,35,8,5,3,51,19,32,25,9,16,50,19,31,49,18,31,26,10,16,20,7,13,6,2,4,0,0,0,0,0,0,26,26,11,9,3,0,1,0,2,15,12,3,2,21,0,9,3
5338033613,0,,,57,27,30,7,2,5,49,24,25,23,10,13,48,23,25,48,23,25,26,14,12,15,7,8,6,3,3,0,0,0,0,0,0,20,20,5,4,5,3,2,0,1,15,9,6,1,17,0,4,4
5338033614,0,,,14,7,7,0,0,0,14,7,7,9,3,6,12,6,6,12,6,6,5,4,1,2,1,1,1,1,0,0,0,0,0,0,0,5,5,0,3,1,0,1,0,0,5,4,1,0,4,0,0,2
5338033631,0,,,55,25,30,10,6,4,43,17,26,31,14,17,39,15,24,38,14,24,12,3,9,6,1,5,2,0,2,0,0,0,1,0,1,23,23,10,4,2,4,3,0,0,13,10,3,2,9,2,3,1
5338033632,0,,,85,58,27,12,8,4,62,39,23,41,29,12,60,37,23,58,36,22,21,10,11,10,4,6,3,2,1,1,1,0,0,0,0,41,41,24,4,5,6,0,1,1,17,11,6,0,16,3,4,1
5338033633,0,,,14,5,9,0,0,0,14,5,9,8,3,5,14,5,9,13,5,8,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,6,6,2,2,1,0,1,0,0,4,3,1,0,4,0,2,2
5338033634,1,,5338033641,97,41,56,8,4,4,93,40,53,40,22,18,91,39,52,88,37,51,53,18,35,41,12,29,34,9,25,13,2,11,0,0,0,26,25,8,10,3,4,1,1,1,20,16,4,0,18,2,4,4
5338033641,2,5338033634,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
